policy_number,member_id
POL-33930,MEMBER-010163
POL-33930,MEMBER-010474
POL-33930,MEMBER-009154
POL-17063,MEMBER-003474
POL-17063,MEMBER-011834
POL-17063,MEMBER-003557
POL-37447,MEMBER-006980
POL-37447,MEMBER-002062
POL-37447,MEMBER-006377
POL-24348,MEMBER-005347
POL-24348,MEMBER-002697
POL-24348,MEMBER-008368
POL-38861,MEMBER-007760
POL-38861,MEMBER-014576
POL-17475,MEMBER-004716
POL-16490,MEMBER-013820
POL-23837,MEMBER-001080
POL-23837,MEMBER-011564
POL-31787,MEMBER-009843
POL-31787,MEMBER-012712
POL-31787,MEMBER-000286
POL-27825,MEMBER-004556
POL-27825,MEMBER-003469
POL-27825,MEMBER-008353
POL-27825,MEMBER-008112
POL-27825,MEMBER-008296
POL-35698,MEMBER-013416
POL-35698,MEMBER-008003
POL-38456,MEMBER-002984
POL-21246,MEMBER-009200
POL-21246,MEMBER-008814
POL-21246,MEMBER-003310
POL-21246,MEMBER-003056
POL-21246,MEMBER-005098
POL-30244,MEMBER-014716
POL-30244,MEMBER-011779
POL-32016,MEMBER-004557
POL-16362,MEMBER-013867
POL-16362,MEMBER-002507
POL-16362,MEMBER-008012
POL-46500,MEMBER-010510
POL-46500,MEMBER-008073
POL-46500,MEMBER-014864
POL-31566,MEMBER-012646
POL-31566,MEMBER-005097
POL-31566,MEMBER-013973
POL-31566,MEMBER-002445
POL-35423,MEMBER-000336
POL-35423,MEMBER-002999
POL-35423,MEMBER-002255
POL-35423,MEMBER-004955
POL-27471,MEMBER-004701
POL-27471,MEMBER-004990
POL-27471,MEMBER-013738
POL-27471,MEMBER-009582
POL-14739,MEMBER-009972
POL-14739,MEMBER-008735
POL-14739,MEMBER-000302
POL-14739,MEMBER-011882
POL-14739,MEMBER-009611
POL-36371,MEMBER-014001
POL-41546,MEMBER-002786
POL-41546,MEMBER-008133
POL-22430,MEMBER-001600
POL-18609,MEMBER-001517
POL-18609,MEMBER-009832
POL-18609,MEMBER-006375
POL-18609,MEMBER-002686
POL-23027,MEMBER-006013
POL-23027,MEMBER-003875
POL-23027,MEMBER-007835
POL-36351,MEMBER-005407
POL-36351,MEMBER-008660
POL-36351,MEMBER-009042
POL-36351,MEMBER-014585
POL-36351,MEMBER-009292
POL-22458,MEMBER-012971
POL-22458,MEMBER-004926
POL-22458,MEMBER-013940
POL-22458,MEMBER-009152
POL-22458,MEMBER-005824
POL-33924,MEMBER-014306
POL-33924,MEMBER-012179
POL-33924,MEMBER-001866
POL-33924,MEMBER-007888
POL-35676,MEMBER-001332
POL-35676,MEMBER-012437
POL-35676,MEMBER-009532
POL-35676,MEMBER-005674
POL-35676,MEMBER-006512
POL-13281,MEMBER-004355
POL-13281,MEMBER-005793
POL-13281,MEMBER-014681
POL-13281,MEMBER-003591
POL-25548,MEMBER-003892
POL-25548,MEMBER-001577
POL-25548,MEMBER-008209
POL-25548,MEMBER-007315
POL-39387,MEMBER-002991
POL-39387,MEMBER-008763
POL-39387,MEMBER-005815
POL-39387,MEMBER-005642
POL-31255,MEMBER-001706
POL-31255,MEMBER-000457
POL-31255,MEMBER-001548
POL-31255,MEMBER-004105
POL-31255,MEMBER-006060
POL-22124,MEMBER-012573
POL-22124,MEMBER-011457
POL-22124,MEMBER-010852
POL-22124,MEMBER-003878
POL-18390,MEMBER-008625
POL-18390,MEMBER-014153
POL-18390,MEMBER-008841
POL-10313,MEMBER-013948
POL-21374,MEMBER-011482
POL-21374,MEMBER-009445
POL-21374,MEMBER-013459
POL-37145,MEMBER-010810
POL-37145,MEMBER-010596
POL-37145,MEMBER-008255
POL-37145,MEMBER-004490
POL-37145,MEMBER-006787
POL-36975,MEMBER-006442
POL-21126,MEMBER-006345
POL-21126,MEMBER-010040
POL-43939,MEMBER-010652
POL-43939,MEMBER-010248
POL-43939,MEMBER-010255
POL-39573,MEMBER-011563
POL-39573,MEMBER-002632
POL-39573,MEMBER-001758
POL-39573,MEMBER-005703
POL-39573,MEMBER-011470
POL-49260,MEMBER-012131
POL-49260,MEMBER-012146
POL-49260,MEMBER-003469
POL-49260,MEMBER-008412
POL-49260,MEMBER-003330
POL-46843,MEMBER-008678
POL-46843,MEMBER-002006
POL-31157,MEMBER-002031
POL-31157,MEMBER-008154
POL-31157,MEMBER-010150
POL-38587,MEMBER-003055
POL-26741,MEMBER-010448
POL-26741,MEMBER-002919
POL-26741,MEMBER-001445
POL-26741,MEMBER-002254
POL-44217,MEMBER-008280
POL-44217,MEMBER-004146
POL-44217,MEMBER-009834
POL-27999,MEMBER-003204
POL-27999,MEMBER-004064
POL-27999,MEMBER-000420
POL-27999,MEMBER-008033
POL-13615,MEMBER-006981
POL-13615,MEMBER-000142
POL-13615,MEMBER-013687
POL-13615,MEMBER-003821
POL-13615,MEMBER-002651
POL-38181,MEMBER-009276
POL-38181,MEMBER-005734
POL-34619,MEMBER-011721
POL-38266,MEMBER-001791
POL-38266,MEMBER-005192
POL-38266,MEMBER-013012
POL-39281,MEMBER-004839
POL-39281,MEMBER-009807
POL-31229,MEMBER-007625
POL-31229,MEMBER-010801
POL-31229,MEMBER-004933
POL-31229,MEMBER-003600
POL-31229,MEMBER-011517
POL-13196,MEMBER-008713
POL-23772,MEMBER-009955
POL-23772,MEMBER-009929
POL-23772,MEMBER-000672
POL-23772,MEMBER-012528
POL-13369,MEMBER-002657
POL-13369,MEMBER-004060
POL-39956,MEMBER-007820
POL-39956,MEMBER-005180
POL-39956,MEMBER-014741
POL-31507,MEMBER-005743
POL-31507,MEMBER-003215
POL-41550,MEMBER-009864
POL-41550,MEMBER-010038
POL-41550,MEMBER-008967
POL-41550,MEMBER-013017
POL-48833,MEMBER-013288
POL-48833,MEMBER-006798
POL-48833,MEMBER-005823
POL-48833,MEMBER-000654
POL-14213,MEMBER-003238
POL-14213,MEMBER-009850
POL-14213,MEMBER-001666
POL-14213,MEMBER-011854
POL-14213,MEMBER-000261
POL-40934,MEMBER-002946
POL-40934,MEMBER-003007
POL-40934,MEMBER-006719
POL-40934,MEMBER-004926
POL-24844,MEMBER-006883
POL-24844,MEMBER-011494
POL-24844,MEMBER-006033
POL-24844,MEMBER-002441
POL-24844,MEMBER-006831
POL-22888,MEMBER-011527
POL-22888,MEMBER-012277
POL-29829,MEMBER-001545
POL-12032,MEMBER-000093
POL-12032,MEMBER-014720
POL-12032,MEMBER-006767
POL-23367,MEMBER-008169
POL-23367,MEMBER-010358
POL-23367,MEMBER-008558
POL-23367,MEMBER-013830
POL-23367,MEMBER-000818
POL-15781,MEMBER-006229
POL-15781,MEMBER-000645
POL-15781,MEMBER-009531
POL-49821,MEMBER-002851
POL-49821,MEMBER-003938
POL-44847,MEMBER-003280
POL-44847,MEMBER-007709
POL-44847,MEMBER-012116
POL-39886,MEMBER-003147
POL-39886,MEMBER-008712
POL-39886,MEMBER-007112
POL-39886,MEMBER-007075
POL-39886,MEMBER-010160
POL-27554,MEMBER-002730
POL-27554,MEMBER-005639
POL-27554,MEMBER-004874
POL-27554,MEMBER-009859
POL-41636,MEMBER-007596
POL-32168,MEMBER-006479
POL-32168,MEMBER-008812
POL-39723,MEMBER-001282
POL-39723,MEMBER-005939
POL-39723,MEMBER-007094
POL-39723,MEMBER-011386
POL-49435,MEMBER-002192
POL-49435,MEMBER-012575
POL-49435,MEMBER-005112
POL-49435,MEMBER-004188
POL-28428,MEMBER-002898
POL-28428,MEMBER-007791
POL-28428,MEMBER-002510
POL-28428,MEMBER-011860
POL-28428,MEMBER-001627
POL-33764,MEMBER-011597
POL-27114,MEMBER-007221
POL-41816,MEMBER-010987
POL-41816,MEMBER-003086
POL-41816,MEMBER-007160
POL-41816,MEMBER-005913
POL-41816,MEMBER-010577
POL-45701,MEMBER-003341
POL-45701,MEMBER-012474
POL-45701,MEMBER-013354
POL-45701,MEMBER-002014
POL-45701,MEMBER-000161
POL-46753,MEMBER-007587
POL-46753,MEMBER-012697
POL-42196,MEMBER-007327
POL-42196,MEMBER-005664
POL-32585,MEMBER-001035
POL-47604,MEMBER-003678
POL-47604,MEMBER-010265
POL-47604,MEMBER-007993
POL-47604,MEMBER-011656
POL-41438,MEMBER-014372
POL-41438,MEMBER-000578
POL-41438,MEMBER-010361
POL-41438,MEMBER-013093
POL-26986,MEMBER-004608
POL-26986,MEMBER-004796
POL-26986,MEMBER-004772
POL-26986,MEMBER-004657
POL-13270,MEMBER-003666
POL-13270,MEMBER-000719
POL-47315,MEMBER-005873
POL-47315,MEMBER-000943
POL-47315,MEMBER-008781
POL-47315,MEMBER-003558
POL-47315,MEMBER-000685
POL-15811,MEMBER-011265
POL-15811,MEMBER-006800
POL-15811,MEMBER-007961
POL-15811,MEMBER-013823
POL-15811,MEMBER-002765
POL-32127,MEMBER-014891
POL-32127,MEMBER-013332
POL-46655,MEMBER-013329
POL-20988,MEMBER-008071
POL-20988,MEMBER-001789
POL-37710,MEMBER-003318
POL-15008,MEMBER-007584
POL-15008,MEMBER-005121
POL-15008,MEMBER-013350
POL-19205,MEMBER-005636
POL-19205,MEMBER-010652
POL-36238,MEMBER-002579
POL-37436,MEMBER-003598
POL-37436,MEMBER-010390
POL-37436,MEMBER-013093
POL-37436,MEMBER-000575
POL-48510,MEMBER-001979
POL-48510,MEMBER-011299
POL-48510,MEMBER-011667
POL-14377,MEMBER-002136
POL-14377,MEMBER-009885
POL-14377,MEMBER-013111
POL-14377,MEMBER-012187
POL-13747,MEMBER-001710
POL-13747,MEMBER-011308
POL-47236,MEMBER-013905
POL-10923,MEMBER-009675
POL-10923,MEMBER-001384
POL-13605,MEMBER-002594
POL-13605,MEMBER-008541
POL-13605,MEMBER-014552
POL-19092,MEMBER-013854
POL-13655,MEMBER-013419
POL-13655,MEMBER-008852
POL-13655,MEMBER-013642
POL-13655,MEMBER-002892
POL-13655,MEMBER-001735
POL-14325,MEMBER-000547
POL-14325,MEMBER-000290
POL-41270,MEMBER-013702
POL-15055,MEMBER-008972
POL-15055,MEMBER-006849
POL-48408,MEMBER-013955
POL-48408,MEMBER-001067
POL-48408,MEMBER-007988
POL-48516,MEMBER-010777
POL-17835,MEMBER-011751
POL-17835,MEMBER-009110
POL-34991,MEMBER-001470
POL-34991,MEMBER-005615
POL-13180,MEMBER-005693
POL-13180,MEMBER-014159
POL-13180,MEMBER-003314
POL-19771,MEMBER-006525
POL-19771,MEMBER-013422
POL-29848,MEMBER-011307
POL-29848,MEMBER-008920
POL-29848,MEMBER-005611
POL-26602,MEMBER-000355
POL-26602,MEMBER-007082
POL-26602,MEMBER-014578
POL-26602,MEMBER-006327
POL-26602,MEMBER-006631
POL-20775,MEMBER-005274
POL-20775,MEMBER-001491
POL-20775,MEMBER-004241
POL-25242,MEMBER-001898
POL-25242,MEMBER-006100
POL-25242,MEMBER-013425
POL-25242,MEMBER-006336
POL-42458,MEMBER-008018
POL-42458,MEMBER-003659
POL-17023,MEMBER-001175
POL-17023,MEMBER-010484
POL-17023,MEMBER-014691
POL-17023,MEMBER-005269
POL-36356,MEMBER-009278
POL-20260,MEMBER-008812
POL-19785,MEMBER-008560
POL-19785,MEMBER-012404
POL-19785,MEMBER-006091
POL-47716,MEMBER-013297
POL-36239,MEMBER-008052
POL-36377,MEMBER-010273
POL-36377,MEMBER-004879
POL-36377,MEMBER-000111
POL-45174,MEMBER-005114
POL-45174,MEMBER-006669
POL-10890,MEMBER-004371
POL-10890,MEMBER-008091
POL-48768,MEMBER-011558
POL-48768,MEMBER-014709
POL-48768,MEMBER-006180
POL-19202,MEMBER-010593
POL-19202,MEMBER-014023
POL-19202,MEMBER-014402
POL-19202,MEMBER-001605
POL-28104,MEMBER-005441
POL-28104,MEMBER-010553
POL-28104,MEMBER-005327
POL-12958,MEMBER-002877
POL-12958,MEMBER-000906
POL-12958,MEMBER-013182
POL-12958,MEMBER-001440
POL-42132,MEMBER-010048
POL-42132,MEMBER-013400
POL-16149,MEMBER-009325
POL-16149,MEMBER-001003
POL-16149,MEMBER-008644
POL-16149,MEMBER-004806
POL-16149,MEMBER-012075
POL-39471,MEMBER-010471
POL-39471,MEMBER-002615
POL-39471,MEMBER-013271
POL-39471,MEMBER-000902
POL-39471,MEMBER-000180
POL-25281,MEMBER-002983
POL-25281,MEMBER-007992
POL-41223,MEMBER-004720
POL-41223,MEMBER-001436
POL-41223,MEMBER-012921
POL-41223,MEMBER-002914
POL-41223,MEMBER-007344
POL-36316,MEMBER-001681
POL-40316,MEMBER-014768
POL-40316,MEMBER-013996
POL-40316,MEMBER-010233
POL-12023,MEMBER-005191
POL-12023,MEMBER-011983
POL-12023,MEMBER-013551
POL-12023,MEMBER-012451
POL-24291,MEMBER-003817
POL-24291,MEMBER-001750
POL-49835,MEMBER-007883
POL-49835,MEMBER-004069
POL-49835,MEMBER-006478
POL-49835,MEMBER-000802
POL-49835,MEMBER-004619
POL-30616,MEMBER-004026
POL-45511,MEMBER-005817
POL-45511,MEMBER-009000
POL-45511,MEMBER-010459
POL-10165,MEMBER-002213
POL-10165,MEMBER-010838
POL-10165,MEMBER-012315
POL-10165,MEMBER-003942
POL-10165,MEMBER-009175
POL-26184,MEMBER-004104
POL-26184,MEMBER-009238
POL-26184,MEMBER-011793
POL-49301,MEMBER-009909
POL-49301,MEMBER-010423
POL-49301,MEMBER-014849
POL-49301,MEMBER-012140
POL-49301,MEMBER-006082
POL-28576,MEMBER-009237
POL-28576,MEMBER-013868
POL-28576,MEMBER-002312
POL-28576,MEMBER-011421
POL-28576,MEMBER-012321
POL-11073,MEMBER-000805
POL-11073,MEMBER-003437
POL-11073,MEMBER-011272
POL-11073,MEMBER-003869
POL-24305,MEMBER-006153
POL-24305,MEMBER-008267
POL-16542,MEMBER-010718
POL-16542,MEMBER-008739
POL-16542,MEMBER-013768
POL-31340,MEMBER-012217
POL-31340,MEMBER-012457
POL-10252,MEMBER-004700
POL-13377,MEMBER-007354
POL-13377,MEMBER-004232
POL-38763,MEMBER-003399
POL-29240,MEMBER-003194
POL-29240,MEMBER-013649
POL-29240,MEMBER-012522
POL-29240,MEMBER-005844
POL-29240,MEMBER-012659
POL-32409,MEMBER-011660
POL-32409,MEMBER-012244
POL-32409,MEMBER-006326
POL-32409,MEMBER-006639
POL-18640,MEMBER-002429
POL-18640,MEMBER-012019
POL-40186,MEMBER-013742
POL-40186,MEMBER-012851
POL-18682,MEMBER-010695
POL-18682,MEMBER-009414
POL-18682,MEMBER-013655
POL-18682,MEMBER-002549
POL-18682,MEMBER-007618
POL-38474,MEMBER-011134
POL-38474,MEMBER-001221
POL-38474,MEMBER-006180
POL-38474,MEMBER-005369
POL-38474,MEMBER-012175
POL-46982,MEMBER-008836
POL-46982,MEMBER-010065
POL-46982,MEMBER-009686
POL-10714,MEMBER-014910
POL-10714,MEMBER-005484
POL-10714,MEMBER-002092
POL-10714,MEMBER-006992
POL-10714,MEMBER-014248
POL-13576,MEMBER-003637
POL-13576,MEMBER-014596
POL-13576,MEMBER-012828
POL-13576,MEMBER-008184
POL-45996,MEMBER-005260
POL-45996,MEMBER-001008
POL-45996,MEMBER-002282
POL-19068,MEMBER-005675
POL-30887,MEMBER-007265
POL-42788,MEMBER-006764
POL-42788,MEMBER-006067
POL-42788,MEMBER-010961
POL-42788,MEMBER-005545
POL-38755,MEMBER-005117
POL-38755,MEMBER-012438
POL-38755,MEMBER-014691
POL-46318,MEMBER-001977
POL-46318,MEMBER-014276
POL-46318,MEMBER-011313
POL-46318,MEMBER-009126
POL-46783,MEMBER-004902
POL-46783,MEMBER-013812
POL-30078,MEMBER-000099
POL-30078,MEMBER-012675
POL-30078,MEMBER-000698
POL-30078,MEMBER-012013
POL-30078,MEMBER-000865
POL-20413,MEMBER-010856
POL-20413,MEMBER-013932
POL-27072,MEMBER-011577
POL-27072,MEMBER-012248
POL-20816,MEMBER-001355
POL-20816,MEMBER-003441
POL-49048,MEMBER-009694
POL-49048,MEMBER-007273
POL-49048,MEMBER-008192
POL-13226,MEMBER-003198
POL-17869,MEMBER-008254
POL-17869,MEMBER-014709
POL-17869,MEMBER-005036
POL-34606,MEMBER-004427
POL-34606,MEMBER-005024
POL-34606,MEMBER-005394
POL-20344,MEMBER-003091
POL-20344,MEMBER-005349
POL-20344,MEMBER-006409
POL-20344,MEMBER-014536
POL-19880,MEMBER-001153
POL-43066,MEMBER-003902
POL-43066,MEMBER-004562
POL-43066,MEMBER-003011
POL-43595,MEMBER-013299
POL-43595,MEMBER-005245
POL-29733,MEMBER-005510
POL-29733,MEMBER-005876
POL-29733,MEMBER-011729
POL-29733,MEMBER-003991
POL-29733,MEMBER-004792
POL-24524,MEMBER-001705
POL-20494,MEMBER-009053
POL-20494,MEMBER-014231
POL-26701,MEMBER-009222
POL-19983,MEMBER-013561
POL-19983,MEMBER-010855
POL-22206,MEMBER-001455
POL-22206,MEMBER-006721
POL-22206,MEMBER-002867
POL-13487,MEMBER-014828
POL-29896,MEMBER-010829
POL-29896,MEMBER-007447
POL-19689,MEMBER-008394
POL-19689,MEMBER-005740
POL-26316,MEMBER-002027
POL-26316,MEMBER-009679
POL-26316,MEMBER-003471
POL-26316,MEMBER-007950
POL-26316,MEMBER-007962
POL-17559,MEMBER-012346
POL-17559,MEMBER-013065
POL-17559,MEMBER-003411
POL-17559,MEMBER-009947
POL-24346,MEMBER-008505
POL-24346,MEMBER-011337
POL-24346,MEMBER-007039
POL-24346,MEMBER-006857
POL-33176,MEMBER-004525
POL-33176,MEMBER-012984
POL-33176,MEMBER-003123
POL-33176,MEMBER-006917
POL-27649,MEMBER-002134
POL-27649,MEMBER-007764
POL-27649,MEMBER-009857
POL-38613,MEMBER-012475
POL-49737,MEMBER-000263
POL-49737,MEMBER-004600
POL-49737,MEMBER-000047
POL-28389,MEMBER-008414
POL-28389,MEMBER-002375
POL-28389,MEMBER-013259
POL-28389,MEMBER-014221
POL-28389,MEMBER-013391
POL-11152,MEMBER-002366
POL-11152,MEMBER-010336
POL-11152,MEMBER-001417
POL-16294,MEMBER-002208
POL-16294,MEMBER-005259
POL-16294,MEMBER-011139
POL-16294,MEMBER-012486
POL-16294,MEMBER-008139
POL-46074,MEMBER-012862
POL-46074,MEMBER-008474
POL-46074,MEMBER-000505
POL-19611,MEMBER-012219
POL-28629,MEMBER-002953
POL-33539,MEMBER-012527
POL-33539,MEMBER-007836
POL-45531,MEMBER-001571
POL-45531,MEMBER-001946
POL-45531,MEMBER-001495
POL-26156,MEMBER-000429
POL-26156,MEMBER-002701
POL-34195,MEMBER-008631
POL-33177,MEMBER-007865
POL-10539,MEMBER-005952
POL-10539,MEMBER-006175
POL-10539,MEMBER-009161
POL-10539,MEMBER-010441
POL-10539,MEMBER-011750
POL-25963,MEMBER-010302
POL-25963,MEMBER-003783
POL-41971,MEMBER-010927
POL-21581,MEMBER-000871
POL-21581,MEMBER-012957
POL-21581,MEMBER-006445
POL-21581,MEMBER-003910
POL-38354,MEMBER-013778
POL-38354,MEMBER-002546
POL-38354,MEMBER-013104
POL-42279,MEMBER-013945
POL-42279,MEMBER-008460
POL-23478,MEMBER-008354
POL-23478,MEMBER-000235
POL-23478,MEMBER-005616
POL-35880,MEMBER-005426
POL-35880,MEMBER-001674
POL-35880,MEMBER-006409
POL-35880,MEMBER-005797
POL-35880,MEMBER-006406
POL-20532,MEMBER-008282
POL-20532,MEMBER-001991
POL-39964,MEMBER-012078
POL-39964,MEMBER-012060
POL-39964,MEMBER-007477
POL-39964,MEMBER-002053
POL-39964,MEMBER-011575
POL-44846,MEMBER-009376
POL-44846,MEMBER-000445
POL-44846,MEMBER-005131
POL-44846,MEMBER-012622
POL-41716,MEMBER-010610
POL-41716,MEMBER-001801
POL-41716,MEMBER-010933
POL-41716,MEMBER-010446
POL-33049,MEMBER-013429
POL-33049,MEMBER-000139
POL-33049,MEMBER-000014
POL-33049,MEMBER-009102
POL-40134,MEMBER-010677
POL-40134,MEMBER-004639
POL-46539,MEMBER-008109
POL-46539,MEMBER-010505
POL-46539,MEMBER-006320
POL-46539,MEMBER-002027
POL-13053,MEMBER-003818
POL-13053,MEMBER-014588
POL-13053,MEMBER-001999
POL-13053,MEMBER-014592
POL-39794,MEMBER-003264
POL-39794,MEMBER-008968
POL-39794,MEMBER-009304
POL-39794,MEMBER-005075
POL-39794,MEMBER-006207
POL-23716,MEMBER-007773
POL-23716,MEMBER-002936
POL-17415,MEMBER-012081
POL-17415,MEMBER-011763
POL-17415,MEMBER-008332
POL-17415,MEMBER-003677
POL-17415,MEMBER-006444
POL-16239,MEMBER-013653
POL-16239,MEMBER-001970
POL-16239,MEMBER-009474
POL-16239,MEMBER-014996
POL-37636,MEMBER-005663
POL-44048,MEMBER-004634
POL-44048,MEMBER-004929
POL-44048,MEMBER-013061
POL-42461,MEMBER-005516
POL-42461,MEMBER-003501
POL-18705,MEMBER-009475
POL-10947,MEMBER-010441
POL-35775,MEMBER-003970
POL-35775,MEMBER-007560
POL-35775,MEMBER-009957
POL-16458,MEMBER-006502
POL-16458,MEMBER-013062
POL-16458,MEMBER-013341
POL-10396,MEMBER-010885
POL-10396,MEMBER-002773
POL-10396,MEMBER-000859
POL-10396,MEMBER-008219
POL-35186,MEMBER-010710
POL-35186,MEMBER-005571
POL-20503,MEMBER-010094
POL-20503,MEMBER-013858
POL-20503,MEMBER-013788
POL-17729,MEMBER-001609
POL-17729,MEMBER-006438
POL-17729,MEMBER-014340
POL-17729,MEMBER-009401
POL-17729,MEMBER-009046
POL-12794,MEMBER-003996
POL-12794,MEMBER-007992
POL-12794,MEMBER-012657
POL-12794,MEMBER-014688
POL-12794,MEMBER-012473
POL-31944,MEMBER-013880
POL-31944,MEMBER-012161
POL-31944,MEMBER-000662
POL-31944,MEMBER-000410
POL-31944,MEMBER-011390
POL-43888,MEMBER-002693
POL-43888,MEMBER-008422
POL-43888,MEMBER-010599
POL-43888,MEMBER-014547
POL-48136,MEMBER-010931
POL-48136,MEMBER-000669
POL-48136,MEMBER-003254
POL-48136,MEMBER-002085
POL-48136,MEMBER-013567
POL-33997,MEMBER-012030
POL-33997,MEMBER-007882
POL-33997,MEMBER-009870
POL-33997,MEMBER-005886
POL-28792,MEMBER-011348
POL-28792,MEMBER-002872
POL-28792,MEMBER-008066
POL-28792,MEMBER-001552
POL-28792,MEMBER-004110
POL-15475,MEMBER-005782
POL-15670,MEMBER-008946
POL-15670,MEMBER-013778
POL-15670,MEMBER-011251
POL-15670,MEMBER-013408
POL-15670,MEMBER-006159
POL-27381,MEMBER-010709
POL-27381,MEMBER-010258
POL-27381,MEMBER-002955
POL-27381,MEMBER-003796
POL-27381,MEMBER-011146
POL-35210,MEMBER-010574
POL-35210,MEMBER-002705
POL-35210,MEMBER-012729
POL-35874,MEMBER-014208
POL-35874,MEMBER-000868
POL-35874,MEMBER-004503
POL-35874,MEMBER-011636
POL-38728,MEMBER-001335
POL-38728,MEMBER-001946
POL-38728,MEMBER-014738
POL-38728,MEMBER-013333
POL-10887,MEMBER-007011
POL-19853,MEMBER-002724
POL-14971,MEMBER-007717
POL-14971,MEMBER-011617
POL-14971,MEMBER-005100
POL-22513,MEMBER-003191
POL-22513,MEMBER-005733
POL-22513,MEMBER-005389
POL-28143,MEMBER-013198
POL-26104,MEMBER-005083
POL-26104,MEMBER-005416
POL-26104,MEMBER-002695
POL-26104,MEMBER-005639
POL-26104,MEMBER-005033
POL-30024,MEMBER-013112
POL-30024,MEMBER-012615
POL-30024,MEMBER-013214
POL-36690,MEMBER-007104
POL-20244,MEMBER-014610
POL-20244,MEMBER-004513
POL-20244,MEMBER-002264
POL-46519,MEMBER-003300
POL-46519,MEMBER-003120
POL-46922,MEMBER-004815
POL-46922,MEMBER-008883
POL-46922,MEMBER-003649
POL-37434,MEMBER-001203
POL-37434,MEMBER-006655
POL-18986,MEMBER-003379
POL-18986,MEMBER-007051
POL-28769,MEMBER-008439
POL-28769,MEMBER-003764
POL-28769,MEMBER-009484
POL-14967,MEMBER-014922
POL-14967,MEMBER-011024
POL-14967,MEMBER-007436
POL-14967,MEMBER-003667
POL-14967,MEMBER-013849
POL-43079,MEMBER-014541
POL-43079,MEMBER-001124
POL-43079,MEMBER-010280
POL-43079,MEMBER-000116
POL-35887,MEMBER-012329
POL-35887,MEMBER-010806
POL-35887,MEMBER-011548
POL-35887,MEMBER-002148
POL-20446,MEMBER-008113
POL-20446,MEMBER-013029
POL-20446,MEMBER-012082
POL-20446,MEMBER-001557
POL-47429,MEMBER-012678
POL-47429,MEMBER-004776
POL-47429,MEMBER-007617
POL-20633,MEMBER-009189
POL-20633,MEMBER-012801
POL-20633,MEMBER-007847
POL-20633,MEMBER-008516
POL-20633,MEMBER-012539
POL-20353,MEMBER-006769
POL-20353,MEMBER-005713
POL-20353,MEMBER-010798
POL-20353,MEMBER-010753
POL-20353,MEMBER-004105
POL-15999,MEMBER-013763
POL-19078,MEMBER-010838
POL-19078,MEMBER-003310
POL-19078,MEMBER-002377
POL-19078,MEMBER-007245
POL-19078,MEMBER-009352
POL-20991,MEMBER-013001
POL-20991,MEMBER-002375
POL-20991,MEMBER-005134
POL-32167,MEMBER-011825
POL-32167,MEMBER-011649
POL-32167,MEMBER-009018
POL-23763,MEMBER-011737
POL-23763,MEMBER-013224
POL-23763,MEMBER-004073
POL-23763,MEMBER-008911
POL-42823,MEMBER-013584
POL-42823,MEMBER-000793
POL-42823,MEMBER-013084
POL-39729,MEMBER-007445
POL-39729,MEMBER-009076
POL-39729,MEMBER-006584
POL-39729,MEMBER-013306
POL-39729,MEMBER-010689
POL-26386,MEMBER-007328
POL-26386,MEMBER-014040
POL-26386,MEMBER-000647
POL-26386,MEMBER-002935
POL-19293,MEMBER-007093
POL-19293,MEMBER-008665
POL-19293,MEMBER-011119
POL-19293,MEMBER-006265
POL-19293,MEMBER-004002
POL-13936,MEMBER-004011
POL-13936,MEMBER-011569
POL-13936,MEMBER-000662
POL-13936,MEMBER-002847
POL-16233,MEMBER-005117
POL-16233,MEMBER-004312
POL-16233,MEMBER-008176
POL-16233,MEMBER-010080
POL-16233,MEMBER-005461
POL-45594,MEMBER-007638
POL-45594,MEMBER-003175
POL-45594,MEMBER-001255
POL-43193,MEMBER-006185
POL-43193,MEMBER-005610
POL-43193,MEMBER-006047
POL-43193,MEMBER-011950
POL-41727,MEMBER-005749
POL-41727,MEMBER-010266
POL-41727,MEMBER-000549
POL-41727,MEMBER-004274
POL-15787,MEMBER-008161
POL-19533,MEMBER-014145
POL-19533,MEMBER-006938
POL-19533,MEMBER-010616
POL-17700,MEMBER-003596
POL-17700,MEMBER-013066
POL-19304,MEMBER-008923
POL-47864,MEMBER-013068
POL-47864,MEMBER-002465
POL-47864,MEMBER-003940
POL-37037,MEMBER-009594
POL-37037,MEMBER-012820
POL-24135,MEMBER-002558
POL-24135,MEMBER-002951
POL-24135,MEMBER-009718
POL-24135,MEMBER-011333
POL-24135,MEMBER-008530
POL-10366,MEMBER-003585
POL-10366,MEMBER-007334
POL-12502,MEMBER-002110
POL-12502,MEMBER-011570
POL-12502,MEMBER-009510
POL-12502,MEMBER-013621
POL-12502,MEMBER-013866
POL-27869,MEMBER-008395
POL-27869,MEMBER-002783
POL-27869,MEMBER-007804
POL-27869,MEMBER-007949
POL-27869,MEMBER-002677
POL-10574,MEMBER-014655
POL-48551,MEMBER-014004
POL-31249,MEMBER-001416
POL-34697,MEMBER-007941
POL-34697,MEMBER-014735
POL-36051,MEMBER-002286
POL-36051,MEMBER-010597
POL-36051,MEMBER-001225
POL-36051,MEMBER-004826
POL-15586,MEMBER-000167
POL-13252,MEMBER-013011
POL-13252,MEMBER-012129
POL-13252,MEMBER-005261
POL-13252,MEMBER-012007
POL-34218,MEMBER-004284
POL-34218,MEMBER-000429
POL-34218,MEMBER-009727
